SK_DATA;DATA;NR_ANO;NM_TRIMESTRE;NM_MES;NR_SEMANA;NR_DIA;NM_DIA_SEMANA;NR_DIA_SEMANA
a3943279c816e627c54d3ec092b26a15badf9474448e38e083b1dcc11b9e5100;2018-07-16;2018;3º Trimestre;Julho;29;16;Segunda-feira;2
f8adbb5960906aa0375c958bdacb779831d176aa530d11b3f4ac93ed3d417660;2017-11-03;2017;4º Trimestre;Novembro;44;3;Sexta-feira;6
2b3d4995c6df39ad4c5c54289be6fe890325d1e1b81078e21def6d5b54d5d8b1;2018-12-23;2018;4º Trimestre;Dezembro;51;23;Domingo;1
aaee15e2094e9bab48e87b5346a0cc478d6a1db3e6d14be94089bfd0dae3b4e0;2017-09-28;2017;3º Trimestre;Setembro;39;28;Quinta-feira;5
d4fa1073672de176248c30ad25ee6073e21afb335bb83e3896b5346e9ac97d4b;2018-10-08;2018;4º Trimestre;Outubro;41;8;Segunda-feira;2
e2ea8b75be4cda2e349f041b7e6f34cc4f401d15e0eb70cb43d4aafcf76d4fab;2017-10-03;2017;4º Trimestre;Outubro;40;3;Terça-feira;3
03d168c9a4a1f1c5ee18989224a8d43ecc1f3d3637fe3bfa4c8538ec12423589;2018-09-02;2018;3º Trimestre;Setembro;35;2;Domingo;1
6d802bc99120c2739ea5a81adf3a5b5ce16d599de6a053b35b82b7e04755158a;2017-07-11;2017;3º Trimestre;Julho;28;11;Terça-feira;3
8ad54bd2b38bdb25fd10a27cf8d4a1b96a5d80543f037dbeb6a48b8d13716c76;2018-01-03;2018;1º Trimestre;Janeiro;1;3;Quarta-feira;4
e257afb17d4e62ec9af0b0960a9cafca23d50282c181ed4bb89fcc7e1a22fa50;2017-10-24;2017;4º Trimestre;Outubro;43;24;Terça-feira;3
bd639ea6e53ce92ca7c88046c452f90feee8ddb51d702330c9621a361cbe4954;2018-01-12;2018;1º Trimestre;Janeiro;2;12;Sexta-feira;6
c9fd2bf944c22f8455e3341636f69252d66d20f99975c33ce46d660162249a43;2019-03-01;2019;1º Trimestre;Março;9;1;Sexta-feira;6
121fe6b2065adb98003b81b0f65eaf95c54c32ca5b0b5c05cc598cd605dcb191;2017-07-28;2017;3º Trimestre;Julho;30;28;Sexta-feira;6
b96fce9d089676888b438e271190ed736dbe8d3fbdee51f52d1edcc85e44fb01;2018-11-17;2018;4º Trimestre;Novembro;46;17;Sábado;7
81a098fccd77d7b25310fc79710e995d8d4be014ef53a8ca3d3050d8f66d3f65;2019-03-18;2019;1º Trimestre;Março;12;18;Segunda-feira;2
83c24603abfea46a215001d5c68c639a11b210985ac11f202096bd659987517e;2018-08-02;2018;3º Trimestre;Agosto;31;2;Quinta-feira;5
bc2d707bd93b2a129b2001fce1e31b8b70ee919ccd3a0fbf68de3512ab7d89bb;2018-01-22;2018;1º Trimestre;Janeiro;4;22;Segunda-feira;2
bf40bc4a300ada6825f5cb096327c7cdc054a9f8438b8d2db79fe03f8ae2b2a1;2017-04-19;2017;2º Trimestre;Abril;16;19;Quarta-feira;4
c4998fb45af01d6d84124946b23fa0c51885a18a00d7326710267e9d10b843d2;2017-12-22;2017;4º Trimestre;Dezembro;51;22;Sexta-feira;6
fdbf02c8cdcf77dab520282f1206f783569830121003f026ed78f37c7ea71c6d;2018-08-31;2018;3º Trimestre;Agosto;35;31;Sexta-feira;6
156e17212bcf16e11d3e6e6d28a863e2f34d087bf56582f59b555b86610216e9;2017-05-25;2017;2º Trimestre;Maio;21;25;Quinta-feira;5
f85224673cbf210fe6e7c820c890ae1b3bd5c5550b3aff1185c92d5f72b24dd5;2018-06-16;2018;2º Trimestre;Junho;24;16;Sábado;7
2145bb0be2af420e0b48a660f04b1dd3ba27835b46c3b11fb9df43e425feeaa3;2017-09-04;2017;3º Trimestre;Setembro;36;4;Segunda-feira;2
346e4bab17d66609a529089fbbb43c4150d59801290f20d28fe99cfa5d85c501;2018-01-28;2018;1º Trimestre;Janeiro;4;28;Domingo;1
d0ea1e16992aabb4593813157259a58dcc097d81f89ccebc41fe4692e149143c;2018-09-29;2018;3º Trimestre;Setembro;39;29;Sábado;7
65652f153171e0bf4d482ffc3af3e2574dc7c0920e511aee8cf71be09cce16ef;2017-10-19;2017;4º Trimestre;Outubro;42;19;Quinta-feira;5
7cb50b5bb94e771c0098a0e035ae3b9b5307fa20bdf839726d813d4fd04b5366;2017-04-17;2017;2º Trimestre;Abril;16;17;Segunda-feira;2
b90cf9fdf06343562963b4155bac7323ce61935629489b7ac638893bd56b1863;2017-04-25;2017;2º Trimestre;Abril;17;25;Terça-feira;3
c3cece6a1dde2e4b2d73597e79a3dd533194f6961588b8dac3959d715f748cb4;2018-07-29;2018;3º Trimestre;Julho;30;29;Domingo;1
5e7d4dde097176f999dd6a6796c39be64fe10cdc734ebe40258a803f6dee0367;2017-01-26;2017;1º Trimestre;Janeiro;4;26;Quinta-feira;5
71a63f80dc7570148f16f3bbf1791113ac9e828f05f1b3dcd387bee50af47b67;2019-03-03;2019;1º Trimestre;Março;9;3;Domingo;1
9f4acc46d9b8b71db17aada74b014d85185b53aa2e3a23f73daeac13a02db95c;2019-02-15;2019;1º Trimestre;Fevereiro;7;15;Sexta-feira;6
8b306fdc2630292460e2f8ea493b011c74ab8aaeeda49ad17e2dcdd1f45daa0f;2017-08-04;2017;3º Trimestre;Agosto;31;4;Sexta-feira;6
779367897fc1df89692349917fd0699c918f8c526683dcf8a4d2cf7158a6adde;2018-10-19;2018;4º Trimestre;Outubro;42;19;Sexta-feira;6
e2320e9647c6a4fc42e73d239876d088da47decf06e158d10f49df83e85a77cb;2017-02-14;2017;1º Trimestre;Fevereiro;7;14;Terça-feira;3
853bf3de79122e7275c868c71f3d9e2aa532bfbb6416681c21c4630ea3486502;2017-06-17;2017;2º Trimestre;Junho;24;17;Sábado;7
c62ad8e4ac45387fd0ed2bb1f0c6545ec6aa4a0d053ab58c81451c3fdf9f6ce0;2018-09-23;2018;3º Trimestre;Setembro;38;23;Domingo;1
35a08bf579cdb67753c705edb48a67f4975d5898b447e08cbb3ffcec37512908;2018-05-31;2018;2º Trimestre;Maio;22;31;Quinta-feira;5
5831e6ad9c7b0de87b4f383b10c11f60b912db44b7e814f23013f87a87169881;2017-12-31;2017;4º Trimestre;Dezembro;52;31;Domingo;1
a1cbcaee00a3adbb6803e6aead1d5cd1f73d2ddcca69654d81e793ec5b4fb262;2018-09-15;2018;3º Trimestre;Setembro;37;15;Sábado;7
5a80defe51278edf80aeb9e0dceacb63b24257714ff8ef29805c51578069efeb;2017-12-15;2017;4º Trimestre;Dezembro;50;15;Sexta-feira;6
5c5782337368b758360f47b01bbb8c9264dea1b6892fdab8b233322bbfa722dc;2018-02-11;2018;1º Trimestre;Fevereiro;6;11;Domingo;1
6954b09163c372629fd6aa4caaddfc3a7aed4ed317a0229c33d1db19a2200fe8;2018-09-20;2018;3º Trimestre;Setembro;38;20;Quinta-feira;5
a1183a42e3c727228d7ed2d822c089ffa6eb394d565020dc4ec8c599b88ba1a8;2018-07-22;2018;3º Trimestre;Julho;29;22;Domingo;1
e19dea814ee846bd4cc4b5f9cd0fe49fd35c42a8284689709435b8644b7e9d49;2018-09-13;2018;3º Trimestre;Setembro;37;13;Quinta-feira;5
56fb573251fc24ea6046e2d16c95c614cd116c8f50279b830e8e2ab36c1025aa;2017-10-10;2017;4º Trimestre;Outubro;41;10;Terça-feira;3
916093091c610564e3373e79de442f3dcef555b71ee41bba7b2a65882e802ae3;2017-10-12;2017;4º Trimestre;Outubro;41;12;Quinta-feira;5
d698f8163d705ffe7309b040f87954aec8771fca4a365816add134d3b7ec0efd;2018-12-07;2018;4º Trimestre;Dezembro;49;7;Sexta-feira;6
106e164eae7a53f30e899c25605e0b921f1f2ef39efc9deb7651660c4fb286ee;2019-02-10;2019;1º Trimestre;Fevereiro;6;10;Domingo;1
621d1e1e80b76141201f20ffd138d19ac72ca12ee8962e344b0d55a3ca6dfd1b;2017-05-19;2017;2º Trimestre;Maio;20;19;Sexta-feira;6
72a2e868fe5849a2251461f26db29377cce8c536dbe54e0dd2ea6bc286e2e083;2019-02-12;2019;1º Trimestre;Fevereiro;7;12;Terça-feira;3
882644f6caf359d7f74cc2800f40fa2fa335a92b86c616ae56acc2a5b55c7cb2;2018-05-03;2018;2º Trimestre;Maio;18;3;Quinta-feira;5
62bbd1d7b7d38a9d1095b550ea64179375d27c64dbd7b218fdcbea721c434685;2018-04-23;2018;2º Trimestre;Abril;17;23;Segunda-feira;2
94a564cbd6c71ea4b2792d95f648baab85f14d73c990632ec9a54e810cd5a380;2019-02-23;2019;1º Trimestre;Fevereiro;8;23;Sábado;7
b9969fea890c7160393f1603c5ac35c325f099e18e36c26d920453fdc8af6f91;2018-06-19;2018;2º Trimestre;Junho;25;19;Terça-feira;3
a7dba236cc690b1909781f0b9f6504ca5001efe24a2412283834ca6f46ddbafa;2018-07-07;2018;3º Trimestre;Julho;27;7;Sábado;7
bbc7576ab5fe47cd60c2527f32b80ab00306a8602444fd443a8e1e62a6454cec;2017-08-25;2017;3º Trimestre;Agosto;34;25;Sexta-feira;6
488d3a3201a628a90ff7f3fed55aabc1ff3fd82778062bb2404a239f6d576714;2017-02-02;2017;1º Trimestre;Fevereiro;5;2;Quinta-feira;5
ca1b58b852cc3dfb4792bfc567658f9d16e123335f2cbff37dd16711cc0b1206;2017-05-15;2017;2º Trimestre;Maio;20;15;Segunda-feira;2
57661877b9c8c554fcd317b0c6ebff83d646f0fb1a64cacf93c0fcafc9b93e98;2018-10-21;2018;4º Trimestre;Outubro;42;21;Domingo;1
7bd96063d6166aa95e03ce56474d098578b70e475837b2b85a06e6567f2cc255;2018-06-22;2018;2º Trimestre;Junho;25;22;Sexta-feira;6
7d10349d1b1dbb07874d4acfe74eaa3275dee31820da8906ea9d9c387a9544aa;2018-09-06;2018;3º Trimestre;Setembro;36;6;Quinta-feira;5
99f6e96ab2b363ec097efc6253b2fbee41a64c543a0ae947245be9734d2d6f03;2017-10-17;2017;4º Trimestre;Outubro;42;17;Terça-feira;3
093b41d5f76661e3c8c55d943983c4cd51aa4cf1470e9f87f55348e81e50d714;2017-04-24;2017;2º Trimestre;Abril;17;24;Segunda-feira;2
6d022dc10fb2a05016a967fb80c7332b919837500a51670748f4193ed39efac0;2018-09-16;2018;3º Trimestre;Setembro;37;16;Domingo;1
985122cc60ff004f33f6c9b7fafdd6996493003ef09f058094751150eacb2054;2017-03-02;2017;1º Trimestre;Março;9;2;Quinta-feira;5
d3cbb447e8357bba82124d65bcc4727ce5f9faa7fd401ca918c0d2310739a525;2019-01-22;2019;1º Trimestre;Janeiro;4;22;Terça-feira;3
66be10f16668b177713ce8d1ae56a978c5a3aaafe437ed5866a7a02f23386052;2017-09-21;2017;3º Trimestre;Setembro;38;21;Quinta-feira;5
e8a54737ddc0a800801173a565953d1856d074b80661b58492f1097dab2bdd94;2018-12-13;2018;4º Trimestre;Dezembro;50;13;Quinta-feira;5
88d7f39dcfee8efae0998d07a69bb7e7ea2c0906abd39b1a5470aeaa5158d96d;2018-12-06;2018;4º Trimestre;Dezembro;49;6;Quinta-feira;5
2d3307eb033041cecf5ecaf6b2886d049bbe559c74a466d9c495d533167ead25;2017-11-16;2017;4º Trimestre;Novembro;46;16;Quinta-feira;5
ef4e6a4bb9d6dc6650c3abccfb0754371c611748aa7a48430481bdbc23e8720b;2017-02-06;2017;1º Trimestre;Fevereiro;6;6;Segunda-feira;2
8cd732db0283895ff1cc9f283aab2c73558214f06ec4a6b26d49169bee2b0726;2018-12-30;2018;4º Trimestre;Dezembro;52;30;Domingo;1
73d15c45fbcb7451e269b561c2135f902b90696eac15ddeb4a6d2ba6cc5d7ef4;2019-01-15;2019;1º Trimestre;Janeiro;3;15;Terça-feira;3
3a283c7afed4adf13fd216d3f5a06daea4815a3a762173dabc9fa141fbd3fafe;2018-12-21;2018;4º Trimestre;Dezembro;51;21;Sexta-feira;6
c38b3f383833f16f3d5e94dcda601abcd09ef2ac785d2caf99ea3b6bba57a3f8;2017-11-06;2017;4º Trimestre;Novembro;45;6;Segunda-feira;2
1856bad2f031b1a6cfbd6b0b612c407a700fd54a71ac93d8510f38c11b1f12e3;2017-08-11;2017;3º Trimestre;Agosto;32;11;Sexta-feira;6
5e223d8401a095164bd3edf9a8c5a30f3e3edc13ea2f5f31aec83c4b5d65ccbc;2018-03-11;2018;1º Trimestre;Março;10;11;Domingo;1
8a91a2f1414e50bd5087613ab27d1df6489986ed4883432ff4fd06ab88a0e1de;2018-08-24;2018;3º Trimestre;Agosto;34;24;Sexta-feira;6
e281fdcb9b99c5887706bac11937bc07dbd54967120507761c8932f7a0b7a111;2017-01-17;2017;1º Trimestre;Janeiro;3;17;Terça-feira;3
f5418cbb98fe97d36027b497c5235931f869f462bf782b149eaea43406b039b8;2018-01-26;2018;1º Trimestre;Janeiro;4;26;Sexta-feira;6
21aa2547bcb0cdab6bed676e06ef4b4f11d0493a629b394b2e1cc0171a4af0a3;2017-12-20;2017;4º Trimestre;Dezembro;51;20;Quarta-feira;4
a2738a424adfc4e1fcfe356dc732bb779fe7ac396ef32d403425199eb125f983;2018-05-17;2018;2º Trimestre;Maio;20;17;Quinta-feira;5
48c80884625a513a431a74aed21157b625582bd0ac4ce57c7207739f95d09af1;2019-02-26;2019;1º Trimestre;Fevereiro;9;26;Terça-feira;3
077758d20b5e238d1a47ef6423df253a7a7fed3954a9cee86291da59da11dbd7;2017-08-08;2017;3º Trimestre;Agosto;32;8;Terça-feira;3
9c3dd4a652a4cec2d14da79bebfc2f25750adf36acbe695717953e1e87650727;2017-09-13;2017;3º Trimestre;Setembro;37;13;Quarta-feira;4
ef404d4b70c66e5e7f41b03013237243f783d07a913f9c55a2c9d55bf8fee8f0;2017-04-03;2017;2º Trimestre;Abril;14;3;Segunda-feira;2
9c3f1172ada8ee120dab881d85b9c6a4d0143298bcdbc3457f8f0b30339917bb;2018-05-06;2018;2º Trimestre;Maio;18;6;Domingo;1
bd5ce69131b7e576b62085d429f4897cf6f80afd1b2ddabfe95ac10cbedcc3d3;2017-02-13;2017;1º Trimestre;Fevereiro;7;13;Segunda-feira;2
f77ab9c67c39c62af984319f26f7617392bb9309bdd16544b4d3a996fa6f1eb8;2017-11-09;2017;4º Trimestre;Novembro;45;9;Quinta-feira;5
0059254184375708009ce106ac12855469058af23ce6ff79db4dcb07e4d48a33;2018-01-05;2018;1º Trimestre;Janeiro;1;5;Sexta-feira;6
719a92664876f6ab050c83d5b0be7b9e458da2f440cf3647a850ed4d20d8470c;2018-08-05;2018;3º Trimestre;Agosto;31;5;Domingo;1
7aa062febc18712215b17ea49b0c193dd8c3d9a0fae6025afb3922301f39fa66;2018-04-22;2018;2º Trimestre;Abril;16;22;Domingo;1
7ac609164350a1347115746fd7a0f3ad95c0bcee0112f0f908eea41c162b3b29;2018-11-11;2018;4º Trimestre;Novembro;45;11;Domingo;1
0d145805f31e202aa7e029ccdab813d1ffcb9e4b13da2fcb3ab08a2099732710;2018-11-10;2018;4º Trimestre;Novembro;45;10;Sábado;7
7eb0a026c0144af25009e7d066b13df79ae8da75e3a5412b8759eb07fda911de;2017-07-26;2017;3º Trimestre;Julho;30;26;Quarta-feira;4
8e31ff5e759bebcf2e7173753fc9152e7042b14e33f7f354a0b0eed1f2845390;2018-12-08;2018;4º Trimestre;Dezembro;49;8;Sábado;7
95e834dba066f334ad9dde7180fd7d8199b5bc9199ae9644c457d16750c894be;2017-04-11;2017;2º Trimestre;Abril;15;11;Terça-feira;3
a48b659ca995a6794b530853d5f39ba9875199229fb67b882a16ef8f5206959d;2018-04-21;2018;2º Trimestre;Abril;16;21;Sábado;7
041345936fb35aca930d3b0bbcb302e5edd67c0ad9a3a67a0bef120e3f84cb3f;2018-11-30;2018;4º Trimestre;Novembro;48;30;Sexta-feira;6
645dc464b499bf7e529f99482df24228aa646702b02d2050ffa3bcd1eacb4837;2017-06-21;2017;2º Trimestre;Junho;25;21;Quarta-feira;4
8f94f12da81bd37306fb04e7adcddbfa063d49524203ca2b143730c7e0195239;2017-10-09;2017;4º Trimestre;Outubro;41;9;Segunda-feira;2
a149213c2002d215e36d2d36795758b21400ecded2f4386196a773fe12c1df4d;2018-06-08;2018;2º Trimestre;Junho;23;8;Sexta-feira;6
2cf9e5b01afc95158196e93bdf5533affe9c133750b5001f8290d678dd86c42c;2017-03-23;2017;1º Trimestre;Março;12;23;Quinta-feira;5
5345c7ba3dc1c58133641631a2021401306b1074f7a4e143527d8f0c1c8d5d8f;2018-07-05;2018;3º Trimestre;Julho;27;5;Quinta-feira;5
90817e80b4886a7ec7d35a6c6fb36801aa04bc5a8dfc6105a0559b5aa3be2f25;2017-07-01;2017;3º Trimestre;Julho;26;1;Sábado;7
c7878dd636b5610d022062d1df8c86a54de00a14fed16e784804da66bd2277cd;2017-07-12;2017;3º Trimestre;Julho;28;12;Quarta-feira;4
7441e176a177616f8bb6a7131b92fcf595c892dafa627867ad7e453ab9ff6ce0;2018-05-28;2018;2º Trimestre;Maio;22;28;Segunda-feira;2
ad40ffb3b5eb430b3964fc427bf88b189f1416ce9cd3a4d7a080b7b1da77a03f;2017-05-09;2017;2º Trimestre;Maio;19;9;Terça-feira;3
78b4e0acdd5f0c2942069ab9c4785ddc2d6c770f261b6752671296f921e4f6c8;2019-02-01;2019;1º Trimestre;Fevereiro;5;1;Sexta-feira;6
2e5667a51a67f573c1b7e9204df55c2e0fa01331ac0130d32f9db011bc4be86c;2018-12-17;2018;4º Trimestre;Dezembro;51;17;Segunda-feira;2
bab95d7b1b2c37413fc603738e8c6399c6ef49acd99534a4e3de81424dc0fdf6;2018-03-25;2018;1º Trimestre;Março;12;25;Domingo;1
00e4bc4fcaf0f811fb28ce2e24e21d4acb73e295d6cd4306d9ed2d3eae5ad6dd;2017-12-25;2017;4º Trimestre;Dezembro;52;25;Segunda-feira;2
7bc51f0d3c95ab959a52038b8629c17421aa4cb8fb602dbb1523db0dc9c1af9e;2018-11-02;2018;4º Trimestre;Novembro;44;2;Sexta-feira;6
581cfe4d459a867092746746d594ed037b0b045162b4150680588b273c6392e3;2017-02-28;2017;1º Trimestre;Fevereiro;9;28;Terça-feira;3
8d31b950acb28e84955dea81ad3633a86f60958015dba04c7d46c80cca45980e;2017-03-30;2017;1º Trimestre;Março;13;30;Quinta-feira;5
09ad2c95056ed58d37a50e0a8711d1467745c9719065b1088365dd3cab48d33b;2017-02-27;2017;1º Trimestre;Fevereiro;9;27;Segunda-feira;2
1ddbe9ba634c7cb76ec6e2ea8ca47a75897164120263bb8618f4f6a08e9c4059;2017-12-01;2017;4º Trimestre;Dezembro;48;1;Sexta-feira;6
58aefea4bfa489500eedaa038307d7d42cd812edff97b75719ab251ab4639e6b;2017-09-26;2017;3º Trimestre;Setembro;39;26;Terça-feira;3
5d0fe4c0186ae9f969324d7033d7d52f65e4842fa08003afb9544eb50a22f16d;2018-03-26;2018;1º Trimestre;Março;13;26;Segunda-feira;2
e1492d8686967c4cc654b17cfb25c2d49582c3dcec9d46bd07dfa2ad522430d2;2018-03-24;2018;1º Trimestre;Março;12;24;Sábado;7
f7d2e6b8fc0e2e7e37c6db241aad87be14ef2e3500137691f98db24a01dca4f2;2017-11-27;2017;4º Trimestre;Novembro;48;27;Segunda-feira;2
d2a5256b255481a41fde15029c69dfc3a358856094121664fd9a5fcd4027d524;2018-07-20;2018;3º Trimestre;Julho;29;20;Sexta-feira;6
f7e12165d2215c3aa54d740f743bc2fad7dfc0dd1bc89da63da06909b0d6e8c0;2018-11-25;2018;4º Trimestre;Novembro;47;25;Domingo;1
6709e3c8d34d7eadbb6fe1eb75d840e5477d468be8f3a84ab36f8a195b047828;2018-11-15;2018;4º Trimestre;Novembro;46;15;Quinta-feira;5
f80544dfa0cb244c49e310ef500163238d396337ae29069f5fffe12440bef4c2;2017-06-02;2017;2º Trimestre;Junho;22;2;Sexta-feira;6
32bf4d334f14f00a6358d332cd484d99f5ce15854de696ffe3aeadf09cb0f0e3;2019-01-07;2019;1º Trimestre;Janeiro;2;7;Segunda-feira;2
696d957b36fe70d922bc68e8dfd73d57405a218a5bddc162fae352fcf122a38b;2018-06-15;2018;2º Trimestre;Junho;24;15;Sexta-feira;6
7c907b9690bd78b2a3e6f08ff2ea9737abeb65d0e108b4742b486c1fd0cb3b03;2017-03-09;2017;1º Trimestre;Março;10;9;Quinta-feira;5
064628bf8ea89268fd775df329e9b31d75fc93218f04acd8c57aa61883d65cea;2018-07-19;2018;3º Trimestre;Julho;29;19;Quinta-feira;5
2169853a8bcea986611bd3ee49cb5b44ebe43fe0ec956a83deccce217a5936e6;2018-04-09;2018;2º Trimestre;Abril;15;9;Segunda-feira;2
77c00cbf44f9fc31494eb9ca68c39f4280c065023a83fc9dd90aff86dc959d9e;2017-10-05;2017;4º Trimestre;Outubro;40;5;Quinta-feira;5
aa7ac3a841c3ff1fca29bee5204eeccec342ce89c5a3e95bc6eddb3d3b1fcee6;2018-05-27;2018;2º Trimestre;Maio;21;27;Domingo;1
27b323387ca7c685ec5122739e94edfb578cd22a14de8144682d34f937057f78;2017-06-01;2017;2º Trimestre;Junho;22;1;Quinta-feira;5
9001b5dd32681baa3fed87ba2b08a8adccd53765736cf9f821dd1e6c9b8294a6;2019-01-18;2019;1º Trimestre;Janeiro;3;18;Sexta-feira;6
a0b1f8aa0e7e139a574174e05ae9a8303976bf198c3bb5398c5e4ca15e7cfa93;2017-07-17;2017;3º Trimestre;Julho;29;17;Segunda-feira;2
d73473df097ddbb3e2c1e5c965f7252fe3b1932c4c6cd4b7d0137959845f7878;2018-03-15;2018;1º Trimestre;Março;11;15;Quinta-feira;5
012531bfcdab147fc99bc11a0cff980f8e4a21e6e0b0d081b0a822b2544d02d0;2017-01-16;2017;1º Trimestre;Janeiro;3;16;Segunda-feira;2
1ef250f09d522ad69c54d6bc875fb8fd927123be8c895d4930e7201e6960fbfb;2019-01-19;2019;1º Trimestre;Janeiro;3;19;Sábado;7
347bda50d222f7d70fd8d1ad891ab8ddb043bf361149c76b81b997d11d7d2c21;2018-06-25;2018;2º Trimestre;Junho;26;25;Segunda-feira;2
3e486dd7391ecbcf139811e0ecc2eb9024e4863f12ac4d1ca41beb3f7200400d;2018-01-02;2018;1º Trimestre;Janeiro;1;2;Terça-feira;3
49fbe4722dea46ef0c428792538dbd70922d0fa5ab5f8d604c6e214cba867257;2018-03-12;2018;1º Trimestre;Março;11;12;Segunda-feira;2
7d857ce3a584892e9acf6e1b8bcddc7c2c1242e6e37db619eecba52ea0af3e82;2017-12-18;2017;4º Trimestre;Dezembro;51;18;Segunda-feira;2
f5ab727899fea87c5cee15d0594254d01af41cb89f93c2632e4fcdffcb02aa06;2017-07-25;2017;3º Trimestre;Julho;30;25;Terça-feira;3
3dd52c8957a9825cb394731db55fbdd2097fa98715d7843ed958ca784c7624f7;2018-05-05;2018;2º Trimestre;Maio;18;5;Sábado;7
7a7b5077fd2761abf27be3801b148f232cb2102df92376221fd8b4086677be07;2018-03-18;2018;1º Trimestre;Março;11;18;Domingo;1
e437f519a4a86baf12ea08f2f6c2080c558d698775e35cf58067e8fa9bb5ee42;2018-05-13;2018;2º Trimestre;Maio;19;13;Domingo;1
0828b2c6116fc4557d550e69805ae8db7a567631351658f030fd576366585f35;2018-10-07;2018;4º Trimestre;Outubro;40;7;Domingo;1
0a8d15c2160dd1450eff1fa91b084087edcb8795f87c5b6a5b83ad13efa4a36a;2017-02-21;2017;1º Trimestre;Fevereiro;8;21;Terça-feira;3
9880d6160a9f039fcdeb00a654f87f9663a4c0ceda0a4d7849a5c1e310259971;2018-01-01;2018;1º Trimestre;Janeiro;1;1;Segunda-feira;2
d0c48db2d337189a9b478915fca8ccdd0c01d3877373ea338dff3c8d46b91f23;2017-02-01;2017;1º Trimestre;Fevereiro;5;1;Quarta-feira;4
6a830a7e79e83452ed893bf54fb80a0bd23d15b33e160e0c8da3274002945c42;2018-09-01;2018;3º Trimestre;Setembro;35;1;Sábado;7
94fd06c5de0a4df390e1b59e84ccafeaf9d0361eb5bf129e1f415e099ca014ac;2017-06-29;2017;2º Trimestre;Junho;26;29;Quinta-feira;5
9e1c92b3e70fea25311dda38bdb7417b2019183643e0c3b6fe3215da068194d7;2018-03-09;2018;1º Trimestre;Março;10;9;Sexta-feira;6
b08a8c9cc9df79ee59d3e5aba0d170ded8f8d0cc3c3d0fc4b3991a3792895e9e;2017-04-20;2017;2º Trimestre;Abril;16;20;Quinta-feira;5
49c88ba8d67f99fab74f459883262f53113ee990fb33122a86b7cae9d28d892f;2019-02-24;2019;1º Trimestre;Fevereiro;8;24;Domingo;1
631499d257b33803b172f93426c34f950d6985b020de3e2c39e2fe5f55c303ba;2018-03-04;2018;1º Trimestre;Março;9;4;Domingo;1
ff00941dc594b64aa269130e657618adba7d651ff4bd5e9265fc75f111ba26d8;2018-08-25;2018;3º Trimestre;Agosto;34;25;Sábado;7
26eb32fb2ba35322f544081903ffb88645b4b82c86bb68508ca1e2abe69b07eb;2018-09-21;2018;3º Trimestre;Setembro;38;21;Sexta-feira;6
39c66804d9595ce5bc410b1fee057bede26e2240ea04bc6d3d669b5322feca80;2017-06-13;2017;2º Trimestre;Junho;24;13;Terça-feira;3
528d7ccf7ce7c896bad7d9bc05bde932360263c646ab7cade8d6acbece14f14b;2018-08-19;2018;3º Trimestre;Agosto;33;19;Domingo;1
9876c7c8a73a2d8f58d8fe4334261fc646c32e255a82ed8d0fbb1deb84495e58;2018-08-06;2018;3º Trimestre;Agosto;32;6;Segunda-feira;2
b259f7fc0a28572ef1a099f989928e1d4f71b2743d7b0f5d0602f3b7db73d726;2017-11-22;2017;4º Trimestre;Novembro;47;22;Quarta-feira;4
76ddfc5390a99ff2f3be540c987ba487b223f787a78aafe333ad204e5f7f3fef;2018-04-14;2018;2º Trimestre;Abril;15;14;Sábado;7
7b94947b007e6d7f411f2963f208faa286d4588e981c4009b1f465ee6c092f32;2017-09-08;2017;3º Trimestre;Setembro;36;8;Sexta-feira;6
9b12bb761e45a9b3bf970c8495f7353c29490943f1258bf4ccc32a5aa5c34c7b;2018-07-28;2018;3º Trimestre;Julho;30;28;Sábado;7
ad8ca63c978f424066133cc4604e6db41b03a2b8432f9e3b673c62c277e27279;2018-08-23;2018;3º Trimestre;Agosto;34;23;Quinta-feira;5
0d1168420b38417fa108b008085db895abb991487de84daff2a5d5aa387ce6a6;2017-08-23;2017;3º Trimestre;Agosto;34;23;Quarta-feira;4
3f4d10d6c3137968af72d0a839b1f625baf56aa55bac827a044de4e542ea9229;2018-01-16;2018;1º Trimestre;Janeiro;3;16;Terça-feira;3
266345e85777f1935dd350a9988af2f3a3e890fcd419da2537e072ce43dac4d2;2019-01-12;2019;1º Trimestre;Janeiro;2;12;Sábado;7
62ae493ca5a836cc325560fbdf28e6eb16c6cad3dc943604be4711d0a47cd2b4;2018-11-18;2018;4º Trimestre;Novembro;46;18;Domingo;1
9788698b22b5a7739ab8e40b3bc42a4c23442f070dc913f0b896b5e6f9173fa4;2018-03-16;2018;1º Trimestre;Março;11;16;Sexta-feira;6
57a1ed429f9a6ca7c02a115d92360a76222c27a13c15f0d772559f3d75d9603d;2019-01-13;2019;1º Trimestre;Janeiro;2;13;Domingo;1
6fdd2019a9cde931dbd55909bbc1f73635eaf112fb2007676fe2187b096c478b;2018-10-18;2018;4º Trimestre;Outubro;42;18;Quinta-feira;5
4c53b9a47cfed6a57ff49669904c5df5ead2efea8d7974b7800127f875891714;2017-11-13;2017;4º Trimestre;Novembro;46;13;Segunda-feira;2
5985c692823ea4445451b68653f19fb39767cc759bcd5aa6f31a25a2f6083be6;2017-06-08;2017;2º Trimestre;Junho;23;8;Quinta-feira;5
