SK_DATA;DATA;NR_ANO;NM_TRIMESTRE;NM_MES;NR_SEMANA;NR_DIA;NM_DIA_SEMANA;NR_DIA_SEMANA
76762f1e98e7fe39dcb0d80f18c81ce48534f08ff628e021371d559697b0f0b2;2018-08-16;2018;3º Trimestre;Agosto;33;16;Quinta-feira;5
884e1518ac8bb59b6168b47566f1a95369dc262615350874a6722230837a1e70;2017-07-18;2017;3º Trimestre;Julho;29;18;Terça-feira;3
026ebd630595ea8a9e51268a6e51ff79c83b052369304375858a4812f968dbba;2018-03-10;2018;1º Trimestre;Março;10;10;Sábado;7
2d7a6e7a6949a49f230dcbd939f082296efc1f4ddf4273826342c08f8f79a9c3;2017-12-21;2017;4º Trimestre;Dezembro;51;21;Quinta-feira;5
39e31164b2ec0d982038f652974928f62963504a0e4a02440da870ac8c436123;2018-04-20;2018;2º Trimestre;Abril;16;20;Sexta-feira;6
4364978a2b146cf35cdd13dac1005f589bfa61b2372922813236b815b7f66c04;2019-02-03;2019;1º Trimestre;Fevereiro;5;3;Domingo;1
7a50a886b93a17f7f445a957f2354693d02e4dcade0960142eed0068a87c26ac;2018-10-04;2018;4º Trimestre;Outubro;40;4;Quinta-feira;5
93266d84b8e7e7572f0a8aeafe6bb8f0c3131b24ea557ab8977a5e80b236b24f;2018-02-03;2018;1º Trimestre;Fevereiro;5;3;Sábado;7
6207e09368529be3a0c49f16b24951815d867b230cd6d0fae6471c6af0ec3320;2017-01-25;2017;1º Trimestre;Janeiro;4;25;Quarta-feira;4
ab33882e1e3d648cc4d5b6cd41aedb520a44532be32023f793bff163a240bb5e;2018-09-10;2018;3º Trimestre;Setembro;37;10;Segunda-feira;2
c9ba881e2c33faba1c2c446aed2b991b35aacd5c8498344382e033f0840b2322;2017-01-30;2017;1º Trimestre;Janeiro;5;30;Segunda-feira;2
d2749bcbbf4d352e0f6e4ee0c77d30a99ef07c95278ae51ef19d86ebd73e93e1;2018-04-12;2018;2º Trimestre;Abril;15;12;Quinta-feira;5
e2c4610f56c04c9617dab771aa8bc7b1bda927d99c988bff86f8d31a2ab001b7;2018-11-24;2018;4º Trimestre;Novembro;47;24;Sábado;7
3405c3f268162ce4e271cab919e04f396448a52b0684ed82e86692df347c8e33;2017-01-29;2017;1º Trimestre;Janeiro;4;29;Domingo;1
c77beee2bd53a68cb2bade189c2cc60265fa94b5fdf7d99c0544b61d692d1ef4;2018-12-28;2018;4º Trimestre;Dezembro;52;28;Sexta-feira;6
f56b6782a885b284eb2611f0be386d714dfd6949071bbf7eebfcb11694bd5def;2017-01-31;2017;1º Trimestre;Janeiro;5;31;Terça-feira;3
20a1d4ef1dc523de3352b314b3b15f4383c822a90071f2d7559b8ddb232fe1db;2018-12-20;2018;4º Trimestre;Dezembro;51;20;Quinta-feira;5
34d884f6e9afc1409916cfd5f50ee9a67da90acf582a5bfc01756c9625523815;2018-09-27;2018;3º Trimestre;Setembro;39;27;Quinta-feira;5
9642332848b9a69a5a414d0b654550ff3ad29356d387c86a331303884f7d6c77;2017-09-01;2017;3º Trimestre;Setembro;35;1;Sexta-feira;6
c1eac56f116fc66a19a85e9d850dae758033fdc6cdf3dccfd202cbc0a5e86859;2018-12-22;2018;4º Trimestre;Dezembro;51;22;Sábado;7
c7d43d9868a1fde6429a5db9c039a124a6abd603684e719b6d6155acbdb22d17;2018-02-09;2018;1º Trimestre;Fevereiro;6;9;Sexta-feira;6
11d8e30b5607678059d8d663f6b6045635d20bbc6568b295994eaa530959ea2e;2017-09-12;2017;3º Trimestre;Setembro;37;12;Terça-feira;3
512893bed0fc6a5aecc0fc405915d4300a590d13390a853cf2933063a2444d61;2018-12-16;2018;4º Trimestre;Dezembro;50;16;Domingo;1
7b622ea9fa32e445488c18e88fb2a16de9d86004bba89e6482829888c9eda21f;2018-03-17;2018;1º Trimestre;Março;11;17;Sábado;7
abcde01fb3a1b2c73705fc0795c267737d40e2583da42b25f49a6cf4b3bbfb59;2018-01-30;2018;1º Trimestre;Janeiro;5;30;Terça-feira;3
cb89afabe8bfbd3bc8354f49d543cec65622f80768e74eb815fcf951f2308c3c;2017-10-16;2017;4º Trimestre;Outubro;42;16;Segunda-feira;2
e9e359166d5cd314cc5d65d829e362703154f2c5ac113c6300d62b89c6a8ddcf;2019-01-25;2019;1º Trimestre;Janeiro;4;25;Sexta-feira;6
8f89b3bb543bfcdb86cb3a9521974cbb20464d8820414ef5c29e223cd260271f;2018-07-21;2018;3º Trimestre;Julho;29;21;Sábado;7
d912e982873a94b1641b6047ddbfb07441816fd27dc0fb19bdddaa81b1358569;2017-10-26;2017;4º Trimestre;Outubro;43;26;Quinta-feira;5
4baf1c424656e64c71bc7327657f08db43268b815f8413f352a8f178928c1f03;2017-06-20;2017;2º Trimestre;Junho;25;20;Terça-feira;3
602c8486d5ea448419d6ba655198d81370a72f9afb9c464a0f16a526c2e53092;2018-06-02;2018;2º Trimestre;Junho;22;2;Sábado;7
496d7ee65976c41fdda6618c6e7d73fe16ccb9cb541604c61b7016093fc72407;2017-11-29;2017;4º Trimestre;Novembro;48;29;Quarta-feira;4
4adfafdf99a23f202e48d77392bcad206eb062c8a0c11d923bad4b045a8b5882;2017-02-20;2017;1º Trimestre;Fevereiro;8;20;Segunda-feira;2
51e35d7fe7f034bb73ad512807eb961ccf0e0bc972e7fbdfcf1936221a3b7f0e;2017-09-22;2017;3º Trimestre;Setembro;38;22;Sexta-feira;6
0357a3e9ae050ccf00c00046054c63ba76819907ecb020e03f9fd2c5b83a8486;2018-04-07;2018;2º Trimestre;Abril;14;7;Sábado;7
13a46185b4bae7fd1ebafd243bec23508d9d88f602c2b629254e81d7764c0703;2018-05-10;2018;2º Trimestre;Maio;19;10;Quinta-feira;5
457f03f88eed5be370dfe108c6136717046b2d23cbb0e49e9f925c44c3a5da70;2017-08-17;2017;3º Trimestre;Agosto;33;17;Quinta-feira;5
f8ad9da1ceace7befe5441cadb968730d5c03a445bff6a340663c6b3c74d2684;2017-11-24;2017;4º Trimestre;Novembro;47;24;Sexta-feira;6
fc47b5e0fbcbe00a0f28a358ee2b4e9375ad1fe26f6334f1462672404a2e8def;2017-12-27;2017;4º Trimestre;Dezembro;52;27;Quarta-feira;4
b1219ada2248a86c1c4e9bb2573a9994f7defc9f0b19f6df58fbdd58ffe23f89;2017-08-31;2017;3º Trimestre;Agosto;35;31;Quinta-feira;5
ceee27fa6b7e16c3586437a8b4a9179e6ff21eb3fc03c2596931af0ab2f638db;2017-11-20;2017;4º Trimestre;Novembro;47;20;Segunda-feira;2
34a2a353427965ddb188eb2c2570ffe465a604701f5e51d8c5a427c657d2d60d;2017-01-18;2017;1º Trimestre;Janeiro;3;18;Quarta-feira;4
989446d919e02fa1cd7a18b5b9c02d84004715ab3bd580db56a6652ed37ee866;2017-06-16;2017;2º Trimestre;Junho;24;16;Sexta-feira;6
cfba76236fe982993aae9a266b84f808753a05b72d45975ed7ff69ae36fd2915;2018-06-17;2018;2º Trimestre;Junho;24;17;Domingo;1
db9533fc6df2b72f65c9b22aeb89a2c92f2e3701f038291addf813fee1212d0a;2017-05-29;2017;2º Trimestre;Maio;22;29;Segunda-feira;2
0dbe750a22907725a180e7c5f8d27e47bbeba38e813d962747fb80a097798f74;2018-06-14;2018;2º Trimestre;Junho;24;14;Quinta-feira;5
59352e4c8e2e7e9752259fc9f9730aee5d3f891a7ff90e878d58707aecacb73b;2017-12-12;2017;4º Trimestre;Dezembro;50;12;Terça-feira;3
10db1eac6fae09c9ad677f5be80146e2345aba8d04fcd65b298327a84ac62c21;2018-05-07;2018;2º Trimestre;Maio;19;7;Segunda-feira;2
59b897d3f0e81521bbbbaca11977c67d8f2fccedd4b4f8a4297df20db326f714;2017-08-01;2017;3º Trimestre;Agosto;31;1;Terça-feira;3
5f0224eeef18efb2de2c7a630438bebc0640b06aae80c6ad0dd12c37652f00d8;2018-03-03;2018;1º Trimestre;Março;9;3;Sábado;7
3991ba863ca0b4380f7ecf70a0730b0a6d6b492e53d9c255e44e8dc4e1dfc4c8;2018-02-04;2018;1º Trimestre;Fevereiro;5;4;Domingo;1
3c4609683efa270bc0425afb59af5f4c034e8d5118665397894e2d9eb366e2d2;2018-06-10;2018;2º Trimestre;Junho;23;10;Domingo;1
e24e5b16f556704434fd6e91caa5a44b71bbbcdb8f6bf5ebf5bf12fa7ddfa2c4;2017-11-23;2017;4º Trimestre;Novembro;47;23;Quinta-feira;5
0ee3317c20f620512f2e8509352264e4c12ea20a05979b51a7dd9dd56fc25096;2018-02-17;2018;1º Trimestre;Fevereiro;7;17;Sábado;7
1d5369103e21adf2c8dce05b51bf867e04a4da22c6558a7ace8a731acc015431;2017-02-12;2017;1º Trimestre;Fevereiro;6;12;Domingo;1
206bc7c08c247e0dccd0be97600e7a7940018de2b6572ba08abad54b835a3eb1;2017-06-14;2017;2º Trimestre;Junho;24;14;Quarta-feira;4
e040c4a56f7a4464724591fec5032dbfba4c9ffa7d7c2f5a09ca639db5c7a0ef;2017-11-01;2017;4º Trimestre;Novembro;44;1;Quarta-feira;4
968bc8f73e260d033033be09e523065f46461827bf1720c2f8ab685d40451fe3;2017-06-12;2017;2º Trimestre;Junho;24;12;Segunda-feira;2
502c1af18c3633826c21cd39121129812f055542f9ebea722c5e937db07b9802;2018-04-26;2018;2º Trimestre;Abril;17;26;Quinta-feira;5
ca7a074c29ef0ee297c65ae9eb2be840d2b9be8887491375b6529f64ffedaf42;2018-11-03;2018;4º Trimestre;Novembro;44;3;Sábado;7
e801cc5145b719d332983a4673f4dd66169c67cc27b0773627d7f3b33bcd2a19;2018-06-05;2018;2º Trimestre;Junho;23;5;Terça-feira;3
012d2d59bfdebe99491ee6856706f66738142b4fce9d6cdee8228d2c9ac44b1e;2018-06-07;2018;2º Trimestre;Junho;23;7;Quinta-feira;5
08364306259678f423fbc530c16b5e962caec30815130519dd935d0bf626e6f9;2017-03-16;2017;1º Trimestre;Março;11;16;Quinta-feira;5
0a963edff695bec9fe694dfa970a0170ddd875e8a0a5ca1fd7d49a342b6a93b8;2018-11-16;2018;4º Trimestre;Novembro;46;16;Sexta-feira;6
f0cd11169a6e4ca2638f25a0684f7bfdfc8b5fee6ed76ff3d4959c7e6db85888;2017-04-28;2017;2º Trimestre;Abril;17;28;Sexta-feira;6
a2792b15519c0aff9be5bf3a9d2217480eaa88b8e45f403509fd0506a49d98ae;2017-08-28;2017;3º Trimestre;Agosto;35;28;Segunda-feira;2
117cb005f59412b8f1096c8fddd42bd2eaef21f0ccf989eba74957e5839d246e;2017-02-09;2017;1º Trimestre;Fevereiro;6;9;Quinta-feira;5
b8710392a5fd6b0907f72c7094f5e5f4d400f07933f52ae8cb24843200865880;2018-10-28;2018;4º Trimestre;Outubro;43;28;Domingo;1
ef91ead2925bca4067f6549b54c720ee08f4a26007637ae12b1017319ad9de67;2018-02-24;2018;1º Trimestre;Fevereiro;8;24;Sábado;7
298c77a2fadb215322a2a4f9370248b5a0eab23322fad4cefae212faa0f91a7c;2017-11-28;2017;4º Trimestre;Novembro;48;28;Terça-feira;3
d5d517cf61ec250c98b243f22c695dc17f78bbc28aaea18a632f863d6ba0cde1;2018-07-08;2018;3º Trimestre;Julho;27;8;Domingo;1
d77640e3edc170021f302c7fb396eaa77e6af753098192d35debd43770493ff2;2017-02-08;2017;1º Trimestre;Fevereiro;6;8;Quarta-feira;4
9cc1b133370fc3f61b1263a66f8c7ec6540e8e177e618e7fc6246ffb82a4db9f;2018-07-13;2018;3º Trimestre;Julho;28;13;Sexta-feira;6
00e96de507cd23ba355f2a3726616c4d3c8393337035152637abf6d409df898b;2018-10-13;2018;4º Trimestre;Outubro;41;13;Sábado;7
29ea9460938d9f49058b2d152c5287105a3869d0668a3d42884bfc40a8c3f449;2018-08-18;2018;3º Trimestre;Agosto;33;18;Sábado;7
2c42fad181620552f651bb5d4e210c2a8729e4a840621fb98697772e46a7db3b;2019-01-04;2019;1º Trimestre;Janeiro;1;4;Sexta-feira;6
7ce35692ebe9af1641fd10578c9fe3bcdb8d5c6af14e09d8cf6793a2e5141e4f;2018-10-22;2018;4º Trimestre;Outubro;43;22;Segunda-feira;2
8ad0a96e3e421b0e490d0293a515333db9b76c153e5e4ab231547f47df722155;2017-05-10;2017;2º Trimestre;Maio;19;10;Quarta-feira;4
a1af818ffd265751b057e8fe831c962e80ebdaae7b99f267f17823b96ca23a7e;2018-10-20;2018;4º Trimestre;Outubro;42;20;Sábado;7
dea1aa4816a8a820de3fa22789adf5d1c1ec3b3d93f0af1517310d25de160807;2017-05-16;2017;2º Trimestre;Maio;20;16;Terça-feira;3
2dc078663eac27745d41494abfafd89c14afe8ffb476283d99b0b6c7783cdb0a;2017-07-20;2017;3º Trimestre;Julho;29;20;Quinta-feira;5
435f634dacb44b69d683966eec9076181b6e3476d4df987cf709d90a32392daa;2018-10-25;2018;4º Trimestre;Outubro;43;25;Quinta-feira;5
6a5d940e316de404fe70e8b4d5c38b6268445fe36d49429cf999ac242f966563;2017-07-21;2017;3º Trimestre;Julho;29;21;Sexta-feira;6
a38453ceb9fda9ac512bc88b5b6ca5c0345e9ea72a29131d585c6175c3c26ce7;2017-06-27;2017;2º Trimestre;Junho;26;27;Terça-feira;3
9ca143898ebd84d93b162a50ad01cbe57253bbeb8cb76b27844c5cd8e31ddc97;2019-01-21;2019;1º Trimestre;Janeiro;4;21;Segunda-feira;2
b204ad9cc154cfac24da0aa0ba6ba50d8d2debc18d29712572613991d57a81fb;2019-02-09;2019;1º Trimestre;Fevereiro;6;9;Sábado;7
d7db4038d2413014261251480f0d5935526a60263a5d6d6e379907897c16bfc4;2018-08-17;2018;3º Trimestre;Agosto;33;17;Sexta-feira;6
f85325e60f6cf30917caaa4c4200240a8d9f0459022c0f68427ad935fc8646e6;2017-01-09;2017;1º Trimestre;Janeiro;2;9;Segunda-feira;2
83ed6a4c83d206d36a3533e2f01431a1498af26feb45a9931ea1ebc69e29ee42;2018-01-06;2018;1º Trimestre;Janeiro;1;6;Sábado;7
e92f01b6c0881c6b844d53afccec0c3be067b87efaf512ae909b3a500a77ca85;2018-06-11;2018;2º Trimestre;Junho;24;11;Segunda-feira;2
027d03e7ccbc1159f9453fbec90f19c482f8785628f41fb79241b0066be655a8;2017-08-24;2017;3º Trimestre;Agosto;34;24;Quinta-feira;5
231613e65714a390b9da73eaeccb31e6f67ee941cdc2497d064b56f52db19176;2017-01-24;2017;1º Trimestre;Janeiro;4;24;Terça-feira;3
b177fe5b8dcf10cfc68157152e0443b1856024d9b7c59891dc62f41ed5eafabc;2018-02-16;2018;1º Trimestre;Fevereiro;7;16;Sexta-feira;6
4295cbc000627459534d118e0605e5dc9dfeb661abafe7a469eb74835e5660bd;2019-03-08;2019;1º Trimestre;Março;10;8;Sexta-feira;6
3017e53ef0dc298aa600511b545dbfb89dfdd61da930824c4326fe107bcd9b30;2018-04-29;2018;2º Trimestre;Abril;17;29;Domingo;1
4f3f4482fa06e1d0c1b4af0274fd0936c2fda0385d5f58fc00e217231751c3f3;2018-02-10;2018;1º Trimestre;Fevereiro;6;10;Sábado;7
6c283760313287ff56e8f620d5d478ae3a96ef83978d22334ce0c0ab6507cefa;2018-09-07;2018;3º Trimestre;Setembro;36;7;Sexta-feira;6
6f69ac103c765105baf24fabff0e15882b714624d04b95260c773c84e295c63e;2018-06-29;2018;2º Trimestre;Junho;26;29;Sexta-feira;6
07608854e6d87d21046fa716cfbb01831f88cdd59d442572490702428fcdced2;2018-07-23;2018;3º Trimestre;Julho;30;23;Segunda-feira;2
076bcffd94e787febbe71760b41b5cc8ad486ca68b70d3d1166f662e2ff8735f;2018-12-15;2018;4º Trimestre;Dezembro;50;15;Sábado;7
62bbff021321bb1e61e5ea833a88b1ae7bb184cba9ecf2b7e916409d02b45b6a;2019-03-02;2019;1º Trimestre;Março;9;2;Sábado;7
6afc973166f7598bc713317bc3a92da1d60ba802626aa4f48f7fb92992a02bc0;2018-12-14;2018;4º Trimestre;Dezembro;50;14;Sexta-feira;6
70a4575bd6591c3fc50382d6ebff9e09635de85444bc639a0da9a14cfc6b8240;2017-10-31;2017;4º Trimestre;Outubro;44;31;Terça-feira;3
e576904f5e12136c42a7291ca6ec4d1bd21171cba86f161a138b423c6e241ec1;2017-09-14;2017;3º Trimestre;Setembro;37;14;Quinta-feira;5
f41a3b50f58b7c4a2bb28671f14d8eddfc03abbee9c30b1c46d13a4d04942f43;2019-01-27;2019;1º Trimestre;Janeiro;4;27;Domingo;1
5bb226b145ee016efd984f80eaab932e905be176e2250221e0c30e635b406daa;2017-06-22;2017;2º Trimestre;Junho;25;22;Quinta-feira;5
7154aeeda31eaef90b5e71cbab2304fcaafbe4f4468806157af21d795988e2aa;2018-06-30;2018;2º Trimestre;Junho;26;30;Sábado;7
ee2dd77d0b45af81faec8a99ca7c0ff998f3b3202b8382b0375f258749b87abf;2018-05-12;2018;2º Trimestre;Maio;19;12;Sábado;7
32abafefb71d7a9c5061a4307e0363008c140cecf9573bd79c67c62372b584cf;2017-07-10;2017;3º Trimestre;Julho;28;10;Segunda-feira;2
5072d99db4af154e1d0127baa88520504215096998b4b7f50dce3f73d85c62f7;2018-04-30;2018;2º Trimestre;Abril;18;30;Segunda-feira;2
60e24f9a96dba0f610bcb79e86292d896fa4c72ed9af3a88f2e3bf5830101e1d;2017-09-05;2017;3º Trimestre;Setembro;36;5;Terça-feira;3
d3bdc39fa04ea5bcad857d0b62920a4d683141194b941fea60a2f7caac221370;2017-12-19;2017;4º Trimestre;Dezembro;51;19;Terça-feira;3
e3191c6f3b8f842cff3726726b40341d3f81ccb5f5568ce622a0b3ba7f8b29dd;2018-07-26;2018;3º Trimestre;Julho;30;26;Quinta-feira;5
61a4a967b1e97016b58b3047bf028b00455c5f9b475555fe2b2d25fb2eeaf94a;2017-03-08;2017;1º Trimestre;Março;10;8;Quarta-feira;4
9b70ee30f79b22d4ff5380dc27e189f267e9af626ab5280d51e3b61cbc71c302;2017-08-10;2017;3º Trimestre;Agosto;32;10;Quinta-feira;5
c9aea163e606f1d2a3afbac84d15c9b30cbc5b16de0475f535723aae2f8b882f;2017-01-22;2017;1º Trimestre;Janeiro;3;22;Domingo;1
f9523303685f5d0b8b18906643cc897e39e0b98363b4c88d6f17d02b3b0a0153;2018-01-29;2018;1º Trimestre;Janeiro;5;29;Segunda-feira;2
ddb64920b67ce89235355db919e6d2aed943c3c87054dd2ba5c01f5f67c46d2a;2018-02-26;2018;1º Trimestre;Fevereiro;9;26;Segunda-feira;2
fa584095ea0aaf1e12304c692e6aa9d8b90195c79f7a6ddd2df0823e602ce23c;2019-03-11;2019;1º Trimestre;Março;11;11;Segunda-feira;2
1210c007054736cdf7212d2e902fb5d4c13ea1d4937262494d05227a95e7fec2;2017-05-03;2017;2º Trimestre;Maio;18;3;Quarta-feira;4
56e900a2502c41b024cc286bcf02aae6b151f8517014198cef6c8f4b8ae0fcd2;2019-03-07;2019;1º Trimestre;Março;10;7;Quinta-feira;5
32ae8b4b35bdf3565edd3d732dbab6479ad6c646752c580dc3a2f30e667ce1ef;2019-02-16;2019;1º Trimestre;Fevereiro;7;16;Sábado;7
d5f022041a3e9099fcca27caaabf807238b95556c6353ef8a7b8b781e69f912a;2018-06-04;2018;2º Trimestre;Junho;23;4;Segunda-feira;2
08c79cb5bda10cc3691337cd053cfbd5c3457933714187c64e1b02d784911d9e;2018-08-04;2018;3º Trimestre;Agosto;31;4;Sábado;7
36631f2bade7b980fff0602cb42f6122a706544a5565fb14eb78292aab3a4353;2019-03-15;2019;1º Trimestre;Março;11;15;Sexta-feira;6
3886e6a23459696e0a2b5e27b8fa1f3156778f8bfef551a20f9562f6d90add01;2018-11-04;2018;4º Trimestre;Novembro;44;4;Domingo;1
3e63339fe136d1875b8362ebc6ba94088a569d94e05aab457c4e1f7288e23655;2017-12-13;2017;4º Trimestre;Dezembro;50;13;Quarta-feira;4
4e3833078e39f1731febfa5571c78fcbe1ba198ba45e62a8fe8c13923ea369bb;2018-02-18;2018;1º Trimestre;Fevereiro;7;18;Domingo;1
8d807742b7528ccc4d5ab3cf09f9f79d2d0537bfaed018e374af92b2d85cefd5;2018-11-05;2018;4º Trimestre;Novembro;45;5;Segunda-feira;2
9e2b0eadd584435340f48cfabe74df574372c3645d55c60d665f5da599fc80eb;2017-05-22;2017;2º Trimestre;Maio;21;22;Segunda-feira;2
a1d51ac2bfada764538f3f249a8605e359d5a131cb0238177365732e1f76ce7c;2018-10-11;2018;4º Trimestre;Outubro;41;11;Quinta-feira;5
c6c9f3d873912dbbaa02167db4a1d1b673ab379b6bd451a184da81b0c14e93ba;2018-11-23;2018;4º Trimestre;Novembro;47;23;Sexta-feira;6
c8d06fe445df15598f88d184fd97539a3d1deb81423d4ba48f1ef019aa90776e;2017-06-19;2017;2º Trimestre;Junho;25;19;Segunda-feira;2
00181dc2f89fac33a18def70b74baa1916e2e4cd284d78c3f0332797db96bb23;2019-01-29;2019;1º Trimestre;Janeiro;5;29;Terça-feira;3
2687076878e184a2ebb1490200f05c6a1356cf677ae7e5401685ac4bc3de7bd5;2017-06-23;2017;2º Trimestre;Junho;25;23;Sexta-feira;6
4a158962f34153b097ab67d0283412ebc71b1f47d0657784b3c07ac51a662c93;2017-12-30;2017;4º Trimestre;Dezembro;52;30;Sábado;7
5cab15c113ae84f7909ea75242acc21c9ceb203c7d5328cdca9f27668fe14219;2019-01-28;2019;1º Trimestre;Janeiro;5;28;Segunda-feira;2
6fb7ecd0066e5cf1c320eb7ce7beca4d1990ef13c39cd958c488c07e27e8908f;2017-05-12;2017;2º Trimestre;Maio;19;12;Sexta-feira;6
8c4df27183d185eff8a0f8f2fdcf87b1e03a0e5776d854d9eb24847e22cb05d3;2017-08-22;2017;3º Trimestre;Agosto;34;22;Terça-feira;3
a4fe76941d6f1ae2741ef41945e482a67b6bfc099249f39cbc0b22196df05e8b;2018-01-23;2018;1º Trimestre;Janeiro;4;23;Terça-feira;3
b3bcdfc6b75f4354e584a93cc9e72bcd4d6dd89bf7dcfd6e12917ee290395890;2018-07-06;2018;3º Trimestre;Julho;27;6;Sexta-feira;6
e11bf838faba035a4d5785212170f11b9ccbf5ed5bc8c3e34b6447de52918cb9;2017-09-15;2017;3º Trimestre;Setembro;37;15;Sexta-feira;6
0bcfbe71fde409a6f961a1ec54a012d0b9d65468700b1ed990651519e526fdc2;2018-08-10;2018;3º Trimestre;Agosto;32;10;Sexta-feira;6
38ca0a4cb6338a0d447ebcf1cfd14a2295599cf9a780a93cc0a090ad82bee60e;2017-03-15;2017;1º Trimestre;Março;11;15;Quarta-feira;4
af24bc94dbc92b73e618cb36bb9d0db606ead040a35571611c76994e18a64e70;2018-10-12;2018;4º Trimestre;Outubro;41;12;Sexta-feira;6
af664defa6ad9f8a363f4f29bc2fb6d9d9f205256e76bd100be3d46c2d21edcd;2018-07-15;2018;3º Trimestre;Julho;28;15;Domingo;1
b930df17fd415950a6a90329da53f899895190ae387207402a9b00ba1f8c2e70;2017-10-25;2017;4º Trimestre;Outubro;43;25;Quarta-feira;4
566b4954fd49df6fcfdec08e1f9bc39cd085b8cd902f91fe4f7d40e8e95f1c13;2018-06-09;2018;2º Trimestre;Junho;23;9;Sábado;7
6f93009643cd7e4011e863c6fa2800b7a6440bd8c9eeb0166aa9685dfd0a9fc3;2018-05-26;2018;2º Trimestre;Maio;21;26;Sábado;7
c42f9443d286e78162234bcc305012260dbdc5b9a1d78ceb7ac27fdade6a2bba;2017-03-10;2017;1º Trimestre;Março;10;10;Sexta-feira;6
0439b468565a0ecaa090c82de598dc738e116627f7fe55f9b5653e0e0f03591c;2019-01-01;2019;1º Trimestre;Janeiro;1;1;Terça-feira;3
616afdc9e8271d1fac1503550bd97d2608b9a9f3d9fcb21b6e5edaed546f0029;2017-09-07;2017;3º Trimestre;Setembro;36;7;Quinta-feira;5
8e40d6518a406f46cedc7a335deb587baa96ac71552762df48515573386458a0;2018-06-23;2018;2º Trimestre;Junho;25;23;Sábado;7
902d32c55414038b64f39d91bf672c63bf7b16bdec7426b313f2f8ffd9202ada;2018-02-25;2018;1º Trimestre;Fevereiro;8;25;Domingo;1
ecebe517ac49074765de0a414563c35695ab7c47a77a53f1917c0ff69b53f689;2018-04-16;2018;2º Trimestre;Abril;16;16;Segunda-feira;2
25561e221ae65efbb5b48ae859e33af894e6c049bf6d4b798274d50d844982f9;2017-11-02;2017;4º Trimestre;Novembro;44;2;Quinta-feira;5
6492f27e6bc31ce0e4ff4f0ab7dd0259debb903b91a4a166dd4d892446bcc8ec;2017-11-15;2017;4º Trimestre;Novembro;46;15;Quarta-feira;4
8d1607b9ee7daf73fd62674e920009068342727e13abf309cacbce90729fccd7;2018-03-02;2018;1º Trimestre;Março;9;2;Sexta-feira;6
9cbc48d2afe2e89c6fba26fc0656be0193fa841a722b50d23613e003e0417704;2017-09-20;2017;3º Trimestre;Setembro;38;20;Quarta-feira;4
024f3dbf1f22369298127dee49b0a6f955b96955286bb9386cfcb5f27716a529;2017-10-02;2017;4º Trimestre;Outubro;40;2;Segunda-feira;2
a7b742d753c5936bd8a166eaf7e3e691443758dd5857fe19c8a7d48d9f198361;2018-10-01;2018;4º Trimestre;Outubro;40;1;Segunda-feira;2
ac05717a7db108d0f04c83097f57a9cda0f96bb7a90194c5e9497e3e89e338d0;2019-03-10;2019;1º Trimestre;Março;10;10;Domingo;1
d5ab5dab1cc94d58adf1e98ce5ef16c978f9f71c5657dc2ed38d72622e38002d;2018-02-02;2018;1º Trimestre;Fevereiro;5;2;Sexta-feira;6
ee1d8b70682ba4ee434451874b22d8bac028dc1c4e49bc4198b3d59a03fcadfb;2017-10-20;2017;4º Trimestre;Outubro;42;20;Sexta-feira;6
080646200860144fc8407e85f95276c1d5fbe8ff8f1b95e3c43c60a8e62fd86a;2018-02-19;2018;1º Trimestre;Fevereiro;8;19;Segunda-feira;2
3447b651359ead9050c6981e955aa79c8f2c62204e00633182b0e962514cad3c;2017-12-05;2017;4º Trimestre;Dezembro;49;5;Terça-feira;3
3af90419dfbc0078a2497922e7e7c27e6f1a5217e1e5d5981db5fb734dac65b4;2019-01-26;2019;1º Trimestre;Janeiro;4;26;Sábado;7
464930181f4ff0f421f5e52ed412595077853a0cd0055ad22b5f1d0f3efaf65d;2017-11-30;2017;4º Trimestre;Novembro;48;30;Quinta-feira;5
c680a42f568291009e21faf4318f51cb35ec8d853a1dd32f2a8132a7d7b79299;2017-02-16;2017;1º Trimestre;Fevereiro;7;16;Quinta-feira;5
036177365269e08186f52852417e265f840643c838f41e59f2ac0fdbe3cdf684;2018-04-15;2018;2º Trimestre;Abril;15;15;Domingo;1
1b5df4e6ab5f57c762e1e7eb426a06e74a8b149e6d399bc29d8e6b66a7962459;2018-08-11;2018;3º Trimestre;Agosto;32;11;Sábado;7
392ff05bad4a74bfe71e0ad5e47c6e62cb6152e71249cb1913b7f8a5b7025579;2017-02-05;2017;1º Trimestre;Fevereiro;5;5;Domingo;1
57817187aee6b4ff72e8d7ca943ac78ecaccc404a834783fb4e7d821960896c7;2018-08-03;2018;3º Trimestre;Agosto;31;3;Sexta-feira;6
58b67a7256ca49ab26b94b196992c3083ef5301ea406cb2fa00390334d865c2e;2018-11-01;2018;4º Trimestre;Novembro;44;1;Quinta-feira;5
1a6e924f6051d8b0dade232c01a4cc797af0a785d9705dd3fb0b4236d8542fb9;2018-08-09;2018;3º Trimestre;Agosto;32;9;Quinta-feira;5
6db35a16f7cd74d3a9ff94c4c8c1726df12eac3e5aadece7b622bbfcfb95d830;2017-03-31;2017;1º Trimestre;Março;13;31;Sexta-feira;6
8b0b48f40773242bd8f98b7b2ed253f43cb2de1f3f4ab77257d0cf22c0fb7728;2018-09-22;2018;3º Trimestre;Setembro;38;22;Sábado;7
